Name,Type,Category,LGA,Tentative_Population,Priority_Tier,Latitude,Longitude
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.483739,6.3868054
Unnamed Marketplace,Marketplace,Hospitality,Lokoja,High (Thousands Daily),1,8.4862904,6.3862007
Unnamed Marketplace,Marketplace,Hospitality,Lokoja,High (Thousands Daily),1,8.4847985,6.3864317
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4831186,6.3873094
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5588019,6.2434647
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5619778,6.244412
Unnamed Police,Police,Hospitality,Lokoja,Low-Medium (Local Traffic),1,8.562526,6.2419407
Unnamed Nan,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,8.561278,6.245035
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.5587368,6.2444
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.558514,6.2435202
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5578555,6.2436183
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5614871,6.2455347
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.56322,6.246388
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5576578,6.2435771
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5624732,6.2446678
"Kogi State Specialist Hospital, Lokoja",Hospital,Hospitality,Lokoja,High (Thousands Daily),1,7.793624522292251,6.731528818067895
Wema Bank,Bank,Hospitality,Lokoja,Medium (Steady Flow),1,7.79439242636819,6.733364864191482
Chucks Shopping Mall,Pharmacy,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.800541453323747,6.7443335264720625
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.581637200425208,6.292715370570865
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.633529175728155,6.215075905024549
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.536514214919153,6.23849949626167
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.544083109432082,6.238195040717114
Specialist Hospital,Hospital,Hospitality,Lokoja,High (Thousands Daily),1,7.7935113586342375,6.731643821604678
United Bank of Africa,Bank,Hospitality,Lokoja,Medium (Steady Flow),1,7.795645108190435,6.739897914957706
Union Bank,Bank,Hospitality,Lokoja,Medium (Steady Flow),1,7.7955912,6.73877925
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,7.795730126625719,6.7406286523415915
Fen Hotel,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.795799962289039,6.7374289590181125
Guarantee Trust Bank,Bank,Hospitality,Lokoja,Medium (Steady Flow),1,7.795690305182427,6.737800122486115
Faithview Church,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,7.753236804025566,6.7385365262654435
First Bank of Nigeria,Bank,Hospitality,Lokoja,Medium (Steady Flow),1,7.80114050710456,6.744377140591986
KY Oil & Gas Ltd.,Fuel,Hospitality,Lokoja,Medium (Steady Flow),1,7.795613256076355,6.740480473848836
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.1998731,7.2569668
Unnamed School,School,Education,Ofu,Medium (Steady Flow),1,7.1947358,7.2604389
Unnamed Marketplace,Marketplace,Business,Ofu,High (Thousands Daily),1,7.2005971,7.2570766
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.2019442,7.256336
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.1997923,7.2573804
Unnamed School,School,Education,Ofu,Medium (Steady Flow),1,7.1952863,7.2586258
Unnamed School,School,Education,Ofu,Medium (Steady Flow),1,7.1958082,7.2599169
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.1878293,7.2624163
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.1893236,7.2639716
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.2072501,7.2874744
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.205615,7.2864676
Unnamed School,School,Education,Ofu,Medium (Steady Flow),1,7.2076721,7.286245
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.2042864,7.2867823
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ofu,Medium-High (Hundreds Daily/Weekly),1,7.1903033,7.2626161
School of Engineering,College,Education,Okehi,Medium-High (Hundreds Daily/Weekly),1,7.656645,6.360058
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Olamaboro,Medium-High (Hundreds Daily/Weekly),1,7.2884189,7.7763485
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Olamaboro,Medium-High (Hundreds Daily/Weekly),1,7.2507778,7.741696
Unnamed School,School,Education,Olamaboro,Medium (Steady Flow),1,7.2525251,7.7415139
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Olamaboro,Medium-High (Hundreds Daily/Weekly),1,7.2668833,7.7255358
Unnamed School,School,Education,Olamaboro,Medium (Steady Flow),1,7.2635062,7.726409
Unnamed Marketplace,Marketplace,Business,Olamaboro,High (Thousands Daily),1,7.2635507,7.726587
Unnamed Marketplace,Marketplace,Business,Olamaboro,High (Thousands Daily),1,7.2855056,7.7642028
Unnamed School,School,Education,Olamaboro,Medium (Steady Flow),1,7.2867945,7.7631574
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Olamaboro,Medium-High (Hundreds Daily/Weekly),1,7.2854765,7.7640671
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9387891,7.4118618
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9373959,7.4138975
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9377794,7.4131879
Unnamed School,School,Education,Omala,Medium (Steady Flow),1,7.9384123,7.414659
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9302066,7.6508359
Unnamed School,School,Education,Omala,Medium (Steady Flow),1,7.9324852,7.646589
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9308587,7.6471693
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9322402,7.6512427
Unnamed Marketplace,Marketplace,Business,Omala,High (Thousands Daily),1,7.9308617,7.6517121
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9304024,7.6522699
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9311471,7.6477022
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9315236,7.6486371
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.9309768,7.6449091
Unnamed School,School,Education,Omala,Medium (Steady Flow),1,7.9343437,7.6427622
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,8.0298969,7.5640849
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,8.0279372,7.5641528
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.6837887,7.7526899
Unnamed Police,Police,Business,Omala,Low-Medium (Local Traffic),1,7.6817024,7.7530673
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Omala,Medium-High (Hundreds Daily/Weekly),1,7.6824081,7.7525293
Unnamed School,School,Education,Omala,Medium (Steady Flow),1,7.682036,7.7537437
All Christian World Missionary Outreach International. Acfm Isanlu,Place_Of_Worship,Religious,Yagba East,Medium-High (Hundreds Daily/Weekly),1,8.2579835,5.8393552
Unnamed Nan,Nan,Hospitality,Yagba East,Low-Medium (Local Traffic),1,8.2538504,5.8427999
St. Andrew's African Chatedral,Place_Of_Worship,Religious,Yagba East,Medium-High (Hundreds Daily/Weekly),1,8.259546962285885,5.8391318199027635
First E.C.W.A. Church,Place_Of_Worship,Religious,Yagba East,Medium-High (Hundreds Daily/Weekly),1,8.257514937172834,5.841593648555954
